Name,Link,Wiki Summary
"Ibbetson, Julius Caesar",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=6540,No Wikipedia Entry Available for this artist
"Ibels, Henri-Gabriel",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4412,"Henri-Gabriel Ibels (30 November 1867 Paris – February 1936 Paris), was a French illustrator, printmaker, painter and author.
He studied at the Académie Julian with Pierre Bonnard and Édouard Vuillard and was a member of Les Nabis from its 1889 founding. Other members were Gauguin, Utrillo, Félix Vallotton and Émile Bernard. Ibels took part in Les Nabis’ exhibitions at Le Barc de Boutteville gallery. With Vuillard and Maurice Denis he soon caught the public eye and earned the nickname ‘le Nabis journaliste’.Ibels’ images were powerful and heavily graphic, in keeping with the movement that was a generous admixture of fine art, graphic design and advertising, as seen in the lithographs and posters for theater, cabaret, and book illustration.
Ibels drew his inspiration from life on the street, cafés, the circus and boxing ring, as did Adolphe Willette, Henri de Toulouse-Lautrec and Théophile-Alexandre Steinlen. His graphic style owed much to the art of Honoré Daumier, Japanese woodcuts, Paul Gauguin and the Pont-Aven School.
Ibels collaborated with Toulouse-Lautrec and became involved in avant-garde theater. He exhibited at the Salon des Indépendants for the first time in 1891."
"Ibling, Miriam",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=34239,"Miriam Ibling (February 17, 1895–November 9, 1985) was an American muralist who worked on art projects for the New Deal's Section of Painting and Sculpture creating public art in Minnesota. Her lithograph Sheep Resting is in the collection of the National Gallery of Art in Washington, D.C."
"Ichiro, Fukushima",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4413,No Wikipedia Entry Available for this artist
"Ida, Shoichi",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=19104,"Don Soker Contemporary Art is a San Francisco-based art gallery, established in 1971. It is one of the longest continuously operating contemporary art galleries in the San Francisco Bay Area. The gallery exhibits contemporary international art with an emphasis on conceptual, reductive and minimal work in a variety of media. It was one of the first to show contemporary Japanese art in the 1970s. As of 2017, the gallery is located in San Francisco’s Potrero Hill district."
"Iglicki, Suzy",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=26440,No Wikipedia Entry Available for this artist
"Ignatow, David",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=21168,"David Ignatow (February 7, 1914 – November 17, 1997) was an American poet."
"Ihle, John Livingston",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4414,No Wikipedia Entry Available for this artist
"Ikeda, Masuo",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=5925,"Masuo Ikeda (池田 満寿夫, Ikeda Masuo, February 23, 1934 – March 8, 1997) was a Japanese painter, printmaker, illustrator, sculptor, ceramist, novelist, and film director from Nagano Prefecture."
"Ikeda, Shuzo",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4415,No Wikipedia Entry Available for this artist
"Ikeda, Tatsuo",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4416,"Tatsuo Ikeda (池田 龍雄, Ikeda Tatsuo, born August 25, 1928) is a Japanese avant-garde artist best known for his drawing series, including Anti-Atomic Bomb, Chronicle of Birds and Beasts, and Genealogy of Monsters. With Shigeo Ishii and On Kawara, he formed Seisakusha Kondankai (Producers' discussion group), which sought to create a new realism distancing itself from the legacy of Social Realism, with which Ikeda had begun with his proletariat Ude (arm) (1953), which looked toward surrealism by the omission of the worker's head."
Il Prete Savonese,https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=6667,No Wikipedia Entry Available for this artist
"Iliff, Cynthia Willard",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4417,No Wikipedia Entry Available for this artist
"Iliff (Koehler), Cynthia Willard",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=33588,No Wikipedia Entry Available for this artist
"Illies, Karl Wilhelm Arthur",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=30188,No Wikipedia Entry Available for this artist
"Illingworth, Adeline S.",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4418,No Wikipedia Entry Available for this artist
"Imai, Toshimitsu",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4419,No Wikipedia Entry Available for this artist
"Imbert, Barthelemy",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=7016,No Wikipedia Entry Available for this artist
"Imhof, Joseph A.",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=33589,No Wikipedia Entry Available for this artist
"Imler, Edgar",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=33590,No Wikipedia Entry Available for this artist
"Immendorff, Jörg",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=6753,"Jörg Immendorff (June 14, 1945 – May 28, 2007) was a German painter, sculptor, stage designer and art professor. He was a member of the art movement Neue Wilde."
"Imperiale I, Girolamo",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=4420,No Wikipedia Entry Available for this artist
"Ince, Joseph Murray",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=6279,No Wikipedia Entry Available for this artist
"Ince, William",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=11540,No Wikipedia Entry Available for this artist
"India, Bernardino",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=2579,"Bernardino India (1528–1590) was an Italian painter of the late Renaissance, born and mainly active in Verona. He is said to have trained with Domenico Riccio. He collaborated with Michele Sanmicheli in the Canossa palace and Pellegrini chapel in San Bernardino of Verona. He collaborated with Felice Brusasorci, Domenico's son in frescoes at Palazzo Fiorio Della Seta. He decorated Palladian villas such as Villa Pojana, Villa Foscari (also known as La Malcontenta) where Giovanni Battista Zelotti also worked, and the Palazzo Thiene in Vicenza. Orlando Flacco completed his most extensive work for the Sala Maggior di Consiglio in Verona."
Indian 17th Century,https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=22947,No Wikipedia Entry Available for this artist
"Indian 17th Century, Northwest",https://web.archive.org/web/20121007172931/http://www.nga.gov/cgi-bin/tsearch?artistid=22946,No Wikipedia Entry Available for this artist
"Jack, Mabel Wellington",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=33591,No Wikipedia Entry Available for this artist
"Jackman, R.",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=7674,No Wikipedia Entry Available for this artist
"Jackson, Alene",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=24900,No Wikipedia Entry Available for this artist
"Jackson, Alexander Young",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=33592,No Wikipedia Entry Available for this artist
"Jackson, Billy Morrow",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=1416,No Wikipedia Entry Available for this artist
"Jackson, Everett Gee",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=33593,No Wikipedia Entry Available for this artist
"Jackson, Frederick",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=7675,No Wikipedia Entry Available for this artist
"Jackson, Gordena",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=7676,No Wikipedia Entry Available for this artist
"Jackson, Gwendolyn",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=7677,No Wikipedia Entry Available for this artist
"Jackson, Helfond",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=33594,No Wikipedia Entry Available for this artist
"Jackson, John",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=6117,No Wikipedia Entry Available for this artist
"Jackson, John Baptist",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=4432,No Wikipedia Entry Available for this artist
"Jackson, Martin",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=33595,"Martin Jackson (born 30 August 1955 in Manchester, England) is a British drummer who has played with several bands from Manchester, although his most successful roles were with Magazine in 1978 with the release of the influential Real Life album, and Swing Out Sister in 1986, with the hit song ""Breakout""."
"Jackson, Matthew",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=26008,No Wikipedia Entry Available for this artist
"Jackson, Robert",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=33596,No Wikipedia Entry Available for this artist
"Jackson, Samuel",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=10237,No Wikipedia Entry Available for this artist
"Jackson, Vaughn L.",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=34240,No Wikipedia Entry Available for this artist
"Jackson, William Henry",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=18691,No Wikipedia Entry Available for this artist
Jackson of Battersea,https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=4432,No Wikipedia Entry Available for this artist
"Jacob, Betty",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=7678,No Wikipedia Entry Available for this artist
"Jacob, Max",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=14553,"Max Jacob (French: [maks ʒakɔb]; 12 July 1876 – 5 March 1944) was a French poet, painter, writer, and critic."
"Jacob, Nicolas-Henri",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=4434,No Wikipedia Entry Available for this artist
"Jacobe, Johann",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=4435,No Wikipedia Entry Available for this artist
"Jacobi, Eli",https://web.archive.org/web/20121007172910/http://www.nga.gov/cgi-bin/tsearch?artistid=33597,No Wikipedia Entry Available for this artist
